               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,             0.04592,            0.027286,                   0,             0.86593,                 0.7,             0.83488,             0.28834,            0.042122,             0.01779,                   0,            0.005545,            0.005545,            0.005545
                  29,            0.043676,            0.023413,                   0,             0.80698,             0.73333,             0.81275,             0.31445,            0.041796,            0.017481,                   0,             0.00538,             0.00538,             0.00538
                  30,            0.041742,            0.025717,                   0,             0.80698,             0.73333,             0.81275,             0.31445,            0.041796,            0.017481,                   0,            0.005215,            0.005215,            0.005215
                  31,            0.042692,             0.02241,                   0,              0.9018,                 0.7,             0.82151,             0.32086,            0.042213,            0.017768,                   0,             0.00505,             0.00505,             0.00505
                  32,            0.040679,            0.021342,                   0,              0.8699,             0.76667,                0.83,             0.34639,            0.040918,             0.01816,                   0,            0.004885,            0.004885,            0.004885
                  33,             0.04083,            0.026369,                   0,              0.8699,             0.76667,                0.83,             0.34639,            0.040918,             0.01816,                   0,             0.00472,             0.00472,             0.00472
                  34,            0.041691,            0.024035,                   0,             0.89544,             0.73333,             0.85624,             0.32158,            0.040129,            0.017606,                   0,            0.004555,            0.004555,            0.004555
                  35,            0.041187,            0.024828,                   0,             0.89544,             0.73333,             0.85624,             0.32158,            0.040129,            0.017606,                   0,             0.00439,             0.00439,             0.00439
                  36,             0.04611,            0.027533,                   0,              0.8624,             0.73333,             0.82488,             0.31614,            0.040841,             0.01772,                   0,            0.004225,            0.004225,            0.004225
                  37,            0.037187,            0.022006,                   0,             0.87495,             0.73333,             0.83554,             0.32607,            0.040519,            0.017525,                   0,             0.00406,             0.00406,             0.00406
                  38,            0.040617,            0.021604,                   0,             0.87495,             0.73333,             0.83554,             0.32607,            0.040519,            0.017525,                   0,            0.003895,            0.003895,            0.003895
                  39,            0.038713,            0.021954,                   0,              0.9035,             0.73333,             0.84632,             0.33655,            0.040029,            0.017613,                   0,             0.00373,             0.00373,             0.00373
                  40,            0.040011,            0.018797,                   0,              0.9035,             0.73333,             0.84632,             0.33655,            0.040029,            0.017613,                   0,            0.003565,            0.003565,            0.003565
                  41,            0.040943,            0.024053,                   0,             0.80082,             0.80425,             0.84754,             0.33802,            0.040324,            0.017723,                   0,              0.0034,              0.0034,              0.0034
                  42,            0.038464,            0.020279,                   0,             0.74814,             0.76667,             0.81011,             0.37577,            0.040974,            0.018339,                   0,            0.003235,            0.003235,            0.003235
                  43,            0.040747,            0.022544,                   0,             0.74814,             0.76667,             0.81011,             0.37577,            0.040974,            0.018339,                   0,             0.00307,             0.00307,             0.00307
                  44,            0.038213,            0.023645,                   0,             0.77989,             0.83333,             0.83948,             0.34831,            0.041146,             0.01815,                   0,            0.002905,            0.002905,            0.002905
                  45,             0.04047,            0.023168,                   0,             0.77989,             0.83333,             0.83948,             0.34831,            0.041146,             0.01815,                   0,             0.00274,             0.00274,             0.00274
                  46,             0.03672,            0.021208,                   0,             0.80021,             0.83333,             0.83454,               0.342,            0.041162,            0.018094,                   0,            0.002575,            0.002575,            0.002575
                  47,            0.038262,            0.024485,                   0,             0.86851,             0.76667,             0.85044,             0.36917,            0.040114,            0.017113,                   0,             0.00241,             0.00241,             0.00241
                  48,            0.042482,            0.024696,                   0,             0.86851,             0.76667,             0.85044,             0.36917,            0.040114,            0.017113,                   0,            0.002245,            0.002245,            0.002245
                  49,            0.041181,            0.020814,                   0,              0.7767,             0.76667,             0.85479,             0.39863,            0.039732,            0.017216,                   0,             0.00208,             0.00208,             0.00208
                  50,            0.037396,            0.023024,                   0,              0.7767,             0.76667,             0.85479,             0.39863,            0.039732,            0.017216,                   0,            0.001915,            0.001915,            0.001915
                  51,            0.041856,            0.024024,                   0,             0.78873,                 0.8,             0.86403,             0.39137,            0.039347,            0.016884,                   0,             0.00175,             0.00175,             0.00175
                  52,            0.038791,            0.022848,                   0,             0.89624,             0.86387,             0.89199,              0.4204,            0.038837,            0.015919,                   0,            0.001585,            0.001585,            0.001585
                  53,            0.039211,            0.022645,                   0,             0.89624,             0.86387,             0.89199,              0.4204,            0.038837,            0.015919,                   0,             0.00142,             0.00142,             0.00142
                  54,            0.038272,            0.023375,                   0,             0.83228,             0.82724,             0.81515,             0.42122,            0.038547,            0.015825,                   0,            0.001255,            0.001255,            0.001255
                  55,            0.039353,            0.023128,                   0,             0.83228,             0.82724,             0.81515,             0.42122,            0.038547,            0.015825,                   0,             0.00109,             0.00109,             0.00109
                  56,            0.035699,            0.020338,                   0,             0.80235,             0.81213,             0.81856,             0.42323,            0.038383,            0.015797,                   0,            0.000925,            0.000925,            0.000925
                  57,            0.037767,            0.019591,                   0,             0.80235,             0.81213,             0.81856,             0.42323,            0.038383,            0.015797,                   0,             0.00076,             0.00076,             0.00076
                  58,            0.037049,            0.024733,                   0,             0.84688,                 0.8,             0.82229,             0.42524,            0.038073,            0.015893,                   0,            0.000595,            0.000595,            0.000595
                  59,            0.038794,             0.02156,                   0,             0.86408,              0.8479,              0.8406,             0.41677,            0.038343,            0.015702,                   0,             0.00043,             0.00043,             0.00043
