               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.054767,            0.024645,                   0,              0.3304,               0.658,             0.40747,             0.12989,            0.055079,            0.018259,                   0,            0.007525,            0.007525,            0.007525
                  17,             0.05291,            0.025292,                   0,             0.61188,             0.57833,             0.53928,             0.19192,            0.050829,            0.018611,                   0,             0.00736,             0.00736,             0.00736
                  18,            0.053415,            0.025969,                   0,             0.61188,             0.57833,             0.53928,             0.19192,            0.050829,            0.018611,                   0,            0.007195,            0.007195,            0.007195
                  19,             0.05484,             0.02747,                   0,             0.63325,             0.53333,             0.54246,             0.23475,            0.051017,            0.017985,                   0,             0.00703,             0.00703,             0.00703
                  20,            0.051708,            0.030231,                   0,             0.45536,             0.72475,              0.4696,             0.16681,            0.053223,            0.016999,                   0,            0.006865,            0.006865,            0.006865
                  21,            0.054648,            0.029017,                   0,             0.45536,             0.72475,              0.4696,             0.16681,            0.053223,            0.016999,                   0,              0.0067,              0.0067,              0.0067
                  22,            0.055967,            0.025102,                   0,             0.42882,             0.62577,             0.46543,             0.18321,            0.051517,            0.017314,                   0,            0.006535,            0.006535,            0.006535
                  23,            0.053479,            0.027685,                   0,             0.42882,             0.62577,             0.46543,             0.18321,            0.051517,            0.017314,                   0,             0.00637,             0.00637,             0.00637
                  24,            0.051901,            0.029761,                   0,             0.67194,             0.56667,             0.56247,             0.20033,            0.051611,            0.017377,                   0,            0.006205,            0.006205,            0.006205
                  25,            0.048308,            0.026987,                   0,             0.67194,             0.56667,             0.56247,             0.20033,            0.051611,            0.017377,                   0,             0.00604,             0.00604,             0.00604
                  26,            0.050992,             0.02932,                   0,             0.76785,             0.63333,             0.64364,             0.22332,            0.050381,            0.017094,                   0,            0.005875,            0.005875,            0.005875
                  27,            0.045875,            0.025302,                   0,             0.67198,             0.61488,             0.60378,             0.23349,            0.049967,            0.017168,                   0,             0.00571,             0.00571,             0.00571
                  28,            0.052259,            0.028715,                   0,             0.67198,             0.61488,             0.60378,             0.23349,            0.049967,            0.017168,                   0,            0.005545,            0.005545,            0.005545
                  29,            0.048091,            0.025226,                   0,             0.65685,             0.57447,             0.63201,             0.25285,            0.047881,            0.017407,                   0,             0.00538,             0.00538,             0.00538
                  30,            0.048445,            0.026827,                   0,             0.65685,             0.57447,             0.63201,             0.25285,            0.047881,            0.017407,                   0,            0.005215,            0.005215,            0.005215
                  31,            0.047139,            0.024735,                   0,             0.70288,             0.66667,             0.66913,             0.25349,             0.04801,            0.017423,                   0,             0.00505,             0.00505,             0.00505
                  32,            0.046404,            0.022712,                   0,             0.54092,                 0.6,              0.5401,             0.16279,            0.052769,             0.01703,                   0,            0.004885,            0.004885,            0.004885
                  33,            0.050546,            0.028414,                   0,             0.54092,                 0.6,              0.5401,             0.16279,            0.052769,             0.01703,                   0,             0.00472,             0.00472,             0.00472
                  34,            0.050732,            0.026444,                   0,             0.71312,                 0.7,             0.74191,             0.23954,             0.04987,             0.01683,                   0,            0.004555,            0.004555,            0.004555
                  35,            0.049478,            0.026296,                   0,             0.71312,                 0.7,             0.74191,             0.23954,             0.04987,             0.01683,                   0,             0.00439,             0.00439,             0.00439
                  36,            0.052334,            0.029492,                   0,              0.7273,             0.63333,             0.71605,             0.24553,            0.050247,            0.016634,                   0,            0.004225,            0.004225,            0.004225
                  37,            0.045241,            0.024285,                   0,             0.68033,             0.56667,             0.64401,             0.26876,            0.048588,             0.01685,                   0,             0.00406,             0.00406,             0.00406
                  38,            0.047468,            0.024318,                   0,             0.68033,             0.56667,             0.64401,             0.26876,            0.048588,             0.01685,                   0,            0.003895,            0.003895,            0.003895
                  39,            0.046528,            0.024134,                   0,              0.7104,             0.63333,             0.70622,             0.30793,            0.047075,            0.016262,                   0,             0.00373,             0.00373,             0.00373
                  40,            0.046627,            0.019957,                   0,              0.7104,             0.63333,             0.70622,             0.30793,            0.047075,            0.016262,                   0,            0.003565,            0.003565,            0.003565
                  41,            0.047613,            0.027059,                   0,             0.56947,                 0.7,             0.71817,              0.3082,            0.046567,            0.016197,                   0,              0.0034,              0.0034,              0.0034
                  42,            0.044945,            0.022783,                   0,             0.81285,             0.63333,             0.77384,             0.33532,            0.045806,            0.016432,                   0,            0.003235,            0.003235,            0.003235
                  43,            0.045568,            0.024895,                   0,             0.81285,             0.63333,             0.77384,             0.33532,            0.045806,            0.016432,                   0,             0.00307,             0.00307,             0.00307
                  44,            0.044219,            0.027092,                   0,             0.74146,                 0.8,             0.81899,             0.32828,            0.044479,            0.016175,                   0,            0.002905,            0.002905,            0.002905
                  45,            0.045941,            0.025913,                   0,             0.74146,                 0.8,             0.81899,             0.32828,            0.044479,            0.016175,                   0,             0.00274,             0.00274,             0.00274
                  46,            0.044303,            0.023611,                   0,             0.82099,                 0.8,             0.84246,             0.34555,            0.043821,            0.016291,                   0,            0.002575,            0.002575,            0.002575
                  47,            0.046467,            0.027087,                   0,             0.78206,                 0.8,              0.8421,             0.36954,            0.042744,             0.01625,                   0,             0.00241,             0.00241,             0.00241
                  48,             0.04695,            0.027755,                   0,             0.78206,                 0.8,              0.8421,             0.36954,            0.042744,             0.01625,                   0,            0.002245,            0.002245,            0.002245
                  49,            0.045332,            0.023051,                   0,             0.79054,             0.83333,             0.84225,             0.41422,            0.042237,            0.016295,                   0,             0.00208,             0.00208,             0.00208
                  50,            0.042158,            0.026412,                   0,             0.79054,             0.83333,             0.84225,             0.41422,            0.042237,            0.016295,                   0,            0.001915,            0.001915,            0.001915
                  51,            0.046149,            0.026191,                   0,             0.81053,             0.83333,             0.84248,             0.39408,            0.042295,            0.016337,                   0,             0.00175,             0.00175,             0.00175
                  52,            0.044773,            0.025307,                   0,             0.83615,             0.83333,             0.86632,             0.38343,            0.042248,            0.016494,                   0,            0.001585,            0.001585,            0.001585
                  53,            0.043291,            0.024785,                   0,             0.83615,             0.83333,             0.86632,             0.38343,            0.042248,            0.016494,                   0,             0.00142,             0.00142,             0.00142
                  54,             0.04209,            0.025539,                   0,             0.82362,             0.83333,             0.86609,             0.39462,             0.04206,            0.016486,                   0,            0.001255,            0.001255,            0.001255
                  55,            0.043505,            0.025204,                   0,             0.82362,             0.83333,             0.86609,             0.39462,             0.04206,            0.016486,                   0,             0.00109,             0.00109,             0.00109
                  56,            0.040748,            0.023396,                   0,             0.82346,             0.77768,             0.85323,             0.41047,            0.042058,            0.016418,                   0,            0.000925,            0.000925,            0.000925
                  57,            0.043606,            0.021834,                   0,             0.82346,             0.77768,             0.85323,             0.41047,            0.042058,            0.016418,                   0,             0.00076,             0.00076,             0.00076
                  58,            0.041345,            0.026463,                   0,             0.84079,                 0.8,             0.86143,             0.43411,            0.041862,            0.016329,                   0,            0.000595,            0.000595,            0.000595
                  59,            0.043868,            0.022923,                   0,             0.87287,                 0.8,             0.85436,             0.42086,             0.04229,            0.016323,                   0,             0.00043,             0.00043,             0.00043
