               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.043443,            0.026188,                   0,             0.81345,             0.73333,             0.81561,             0.30323,             0.04391,            0.016475,                   0,           0.0038125,           0.0038125,           0.0038125
                  27,            0.034979,            0.020745,                   0,             0.71199,                 0.8,             0.77868,              0.3624,            0.041475,            0.016409,                   0,            0.003565,            0.003565,            0.003565
                  28,            0.042454,            0.025179,                   0,             0.71199,                 0.8,             0.77868,              0.3624,            0.041475,            0.016409,                   0,           0.0033175,           0.0033175,           0.0033175
                  29,            0.039531,            0.020761,                   0,             0.68784,             0.73333,             0.77319,             0.33911,            0.042134,            0.016306,                   0,             0.00307,             0.00307,             0.00307
                  30,            0.039108,            0.023238,                   0,             0.68784,             0.73333,             0.77319,             0.33911,            0.042134,            0.016306,                   0,           0.0028225,           0.0028225,           0.0028225
                  31,            0.041356,            0.021068,                   0,             0.72449,             0.70129,             0.75557,             0.32977,            0.042431,            0.016462,                   0,            0.002575,            0.002575,            0.002575
                  32,            0.037464,            0.019897,                   0,             0.91516,             0.71943,             0.83942,             0.34876,             0.04224,            0.016217,                   0,           0.0023275,           0.0023275,           0.0023275
                  33,            0.038938,            0.024683,                   0,             0.91516,             0.71943,             0.83942,             0.34876,             0.04224,            0.016217,                   0,             0.00208,             0.00208,             0.00208
                  34,            0.037855,            0.021457,                   0,             0.86393,             0.73333,             0.84339,             0.34206,            0.041968,            0.016139,                   0,           0.0018325,           0.0018325,           0.0018325
                  35,            0.038336,            0.023089,                   0,             0.86393,             0.73333,             0.84339,             0.34206,            0.041968,            0.016139,                   0,            0.001585,            0.001585,            0.001585
                  36,            0.042054,            0.025133,                   0,             0.89317,             0.73333,             0.83924,             0.35549,            0.042803,            0.016354,                   0,           0.0013375,           0.0013375,           0.0013375
                  37,            0.032761,            0.020461,                   0,               0.919,             0.75669,             0.85038,             0.38459,            0.040671,            0.016062,                   0,             0.00109,             0.00109,             0.00109
                  38,            0.037307,            0.021033,                   0,               0.919,             0.75669,             0.85038,             0.38459,            0.040671,            0.016062,                   0,           0.0008425,           0.0008425,           0.0008425
                  39,            0.034763,            0.020744,                   0,             0.87898,             0.73333,             0.83938,             0.37968,            0.040894,             0.01605,                   0,            0.000595,            0.000595,            0.000595
